output:ms6_aab001 timestep:0.001000 sim_time:200.000000 thermostat_temperature:150.000000 relaxation_time:20.000000 mode:1 lattice_size:4 lattice_spacing:1.500000 cutoff_radius:150.000000 
                time        total_energy      kinetic_energy    potential_energy          temprature
       22.8420000000       22.4569825241       22.4569825241        0.0000000000      105.2671161083
       22.9830000000       22.5240258454       22.5240258454        0.0000000000      105.5813817085
       23.1240000000       22.5905981618       22.5905981618        0.0000000000      105.8934394728
       23.2650000000       22.6567027822       22.6567027822        0.0000000000      106.2033049121
       23.4060000000       22.7223429925       22.7223429925        0.0000000000      106.5109934283
       23.5470000000       22.7875220551       22.7875220551        0.0000000000      106.8165203151
       23.6880000000       22.8522432100       22.8522432100        0.0000000000      107.1199007588
       23.8290000000       22.9165096740       22.9165096740        0.0000000000      107.4211498390
       23.9700000000       22.9803246415       22.9803246415        0.0000000000      107.7202825293
       24.1110000000       23.0436912846       23.0436912846        0.0000000000      108.0173136981
       24.2520000000       23.1066127527       23.1066127527        0.0000000000      108.3122581095
       24.3930000000       23.1690921735       23.1690921735        0.0000000000      108.6051304237
       24.5340000000       23.2311326525       23.2311326525        0.0000000000      108.8959451980
       24.6750000000       23.2927372734       23.2927372734        0.0000000000      109.1847168874
       24.8160000000       23.3539090983       23.3539090983        0.0000000000      109.4714598454
       24.9570000000       23.4146511678       23.4146511678        0.0000000000      109.7561883245
       25.0980000000       23.4749665010       23.4749665010        0.0000000000      110.0389164773
       25.2390000000       23.5348580960       23.5348580960        0.0000000000      110.3196583568
       25.3800000000       23.5943289296       23.5943289296        0.0000000000      110.5984279173
       25.5210000000       23.6533819579       23.6533819579        0.0000000000      110.8752390152
       25.6620000000       23.7120201161       23.7120201161        0.0000000000      111.1501054093
       25.8030000000       23.7702463189       23.7702463189        0.0000000000      111.4230407620
       25.9440000000       23.8280634603       23.8280634603        0.0000000000      111.6940586396
       26.0850000000       23.8854744142       23.8854744142        0.0000000000      111.9631725130
       26.2260000000       23.9424820343       23.9424820343        0.0000000000      112.2303957587
       26.3670000000       23.9990891540       23.9990891540        0.0000000000      112.4957416589
       26.5080000000       24.0552985871       24.0552985871        0.0000000000      112.7592234028
       26.6490000000       24.1111131274       24.1111131274        0.0000000000      113.0208540868
       26.7900000000       24.1665355493       24.1665355493        0.0000000000      113.2806467153
       26.9310000000       24.2215686075       24.2215686075        0.0000000000      113.5386142013
       27.0720000000       24.2762150374       24.2762150374        0.0000000000      113.7947693672
       27.2130000000       24.3304775553       24.3304775553        0.0000000000      114.0491249452
